id,hs_code,issuing_country,country,tariff_type,tariff_rate,effective_date_from,effective_date_to,investigation_period_from,investigation_period_to,company,case_number,product_description,note
402,7226.99.0130,USA,Korea,Antidumping,1.99,2024-12-17,,2022-07-01,2023-06-30,POSCO,A-580-878,Certain Corrosion-Resistant Steel Products,"Final results of AD administrative review; POR Jul 1, 2022–Jun 30, 2023; margin 1.99%"
403,7226.99.0130,USA,Korea,Antidumping,1.99,2024-12-17,,2022-07-01,2023-06-30,"POSCO Coated & Color Steel Co., Ltd",A-580-878,Certain Corrosion-Resistant Steel Products,"Final results of AD administrative review; POR Jul 1, 2022–Jun 30, 2023; margin 1.99%"
404,7226.99.0130,USA,Korea,Antidumping,1.99,2024-12-17,,2022-07-01,2023-06-30,POSCO International Corporation,A-580-878,Certain Corrosion-Resistant Steel Products,"Final results of AD administrative review; POR Jul 1, 2022–Jun 30, 2023; margin 1.99%"
405,7226.99.0130,USA,Korea,Antidumping,1.99,2024-12-17,,2022-07-01,2023-06-30,"POSCO STEELEON Co., Ltd",A-580-878,Certain Corrosion-Resistant Steel Products,"Final results of AD administrative review; POR Jul 1, 2022–Jun 30, 2023; margin 1.99%"
406,7226.99.0130,USA,Korea,Antidumping,1.99,2024-12-17,,2022-07-01,2023-06-30,SeAH Coated Metal Corporation,A-580-878,Certain Corrosion-Resistant Steel Products,"Final results of AD administrative review; POR Jul 1, 2022–Jun 30, 2023; margin 1.99%"
407,7226.99.0130,USA,Korea,Antidumping,1.99,2024-12-17,,2022-07-01,2023-06-30,SeAH Steel Corporation,A-580-878,Certain Corrosion-Resistant Steel Products,"Final results of AD administrative review; POR Jul 1, 2022–Jun 30, 2023; margin 1.99%"
408,7226.99.0180,USA,Korea,Antidumping,0.0,2024-12-17,,2022-07-01,2023-06-30,Hyundai Steel Company,A-580-878,Certain Corrosion-Resistant Steel Products,"Final results of AD administrative review; POR Jul 1, 2022–Jun 30, 2023; margin 0.00%"
409,7226.99.0180,USA,Korea,Antidumping,1.99,2024-12-17,,2022-07-01,2023-06-30,"Dongkuk Coated Metal Co., Ltd.",A-580-878,Certain Corrosion-Resistant Steel Products,"Final results of AD administrative review; POR Jul 1, 2022–Jun 30, 2023; margin 1.99%"
410,7226.99.0180,USA,Korea,Antidumping,1.99,2024-12-17,,2022-07-01,2023-06-30,"Dongkuk International, Inc",A-580-878,Certain Corrosion-Resistant Steel Products,"Final results of AD administrative review; POR Jul 1, 2022–Jun 30, 2023; margin 1.99%"
411,7226.99.0180,USA,Korea,Antidumping,1.99,2024-12-17,,2022-07-01,2023-06-30,"Dongbu Incheon Steel Co., Ltd",A-580-878,Certain Corrosion-Resistant Steel Products,"Final results of AD administrative review; POR Jul 1, 2022–Jun 30, 2023; margin 1.99%"
412,7226.99.0180,USA,Korea,Antidumping,1.99,2024-12-17,,2022-07-01,2023-06-30,"KG Steel Corporation; KG Dongbu Steel Co., Ltd",A-580-878,Certain Corrosion-Resistant Steel Products,"Final results of AD administrative review; POR Jul 1, 2022–Jun 30, 2023; margin 1.99%"
413,7226.99.0180,USA,Korea,Antidumping,1.99,2024-12-17,,2022-07-01,2023-06-30,POSCO,A-580-878,Certain Corrosion-Resistant Steel Products,"Final results of AD administrative review; POR Jul 1, 2022–Jun 30, 2023; margin 1.99%"
414,7226.99.0180,USA,Korea,Antidumping,1.99,2024-12-17,,2022-07-01,2023-06-30,"POSCO Coated & Color Steel Co., Ltd",A-580-878,Certain Corrosion-Resistant Steel Products,"Final results of AD administrative review; POR Jul 1, 2022–Jun 30, 2023; margin 1.99%"
415,7226.99.0180,USA,Korea,Antidumping,1.99,2024-12-17,,2022-07-01,2023-06-30,POSCO International Corporation,A-580-878,Certain Corrosion-Resistant Steel Products,"Final results of AD administrative review; POR Jul 1, 2022–Jun 30, 2023; margin 1.99%"
416,7226.99.0180,USA,Korea,Antidumping,1.99,2024-12-17,,2022-07-01,2023-06-30,"POSCO STEELEON Co., Ltd",A-580-878,Certain Corrosion-Resistant Steel Products,"Final results of AD administrative review; POR Jul 1, 2022–Jun 30, 2023; margin 1.99%"
417,7226.99.0180,USA,Korea,Antidumping,1.99,2024-12-17,,2022-07-01,2023-06-30,SeAH Coated Metal Corporation,A-580-878,Certain Corrosion-Resistant Steel Products,"Final results of AD administrative review; POR Jul 1, 2022–Jun 30, 2023; margin 1.99%"
418,7226.99.0180,USA,Korea,Antidumping,1.99,2024-12-17,,2022-07-01,2023-06-30,SeAH Steel Corporation,A-580-878,Certain Corrosion-Resistant Steel Products,"Final results of AD administrative review; POR Jul 1, 2022–Jun 30, 2023; margin 1.99%"
419,7228.60.6000,USA,Korea,Antidumping,0.0,2024-12-17,,2022-07-01,2023-06-30,Hyundai Steel Company,A-580-878,Certain Corrosion-Resistant Steel Products,"Final results of AD administrative review; POR Jul 1, 2022–Jun 30, 2023; margin 0.00%"
420,7228.60.6000,USA,Korea,Antidumping,1.99,2024-12-17,,2022-07-01,2023-06-30,"Dongkuk Coated Metal Co., Ltd.",A-580-878,Certain Corrosion-Resistant Steel Products,"Final results of AD administrative review; POR Jul 1, 2022–Jun 30, 2023; margin 1.99%"
421,7228.60.6000,USA,Korea,Antidumping,1.99,2024-12-17,,2022-07-01,2023-06-30,"Dongkuk International, Inc",A-580-878,Certain Corrosion-Resistant Steel Products,"Final results of AD administrative review; POR Jul 1, 2022–Jun 30, 2023; margin 1.99%"
422,7228.60.6000,USA,Korea,Antidumping,1.99,2024-12-17,,2022-07-01,2023-06-30,"Dongbu Incheon Steel Co., Ltd",A-580-878,Certain Corrosion-Resistant Steel Products,"Final results of AD administrative review; POR Jul 1, 2022–Jun 30, 2023; margin 1.99%"
423,7228.60.6000,USA,Korea,Antidumping,1.99,2024-12-17,,2022-07-01,2023-06-30,"KG Steel Corporation; KG Dongbu Steel Co., Ltd",A-580-878,Certain Corrosion-Resistant Steel Products,"Final results of AD administrative review; POR Jul 1, 2022–Jun 30, 2023; margin 1.99%"
424,7228.60.6000,USA,Korea,Antidumping,1.99,2024-12-17,,2022-07-01,2023-06-30,POSCO,A-580-878,Certain Corrosion-Resistant Steel Products,"Final results of AD administrative review; POR Jul 1, 2022–Jun 30, 2023; margin 1.99%"
425,7228.60.6000,USA,Korea,Antidumping,1.99,2024-12-17,,2022-07-01,2023-06-30,"POSCO Coated & Color Steel Co., Ltd",A-580-878,Certain Corrosion-Resistant Steel Products,"Final results of AD administrative review; POR Jul 1, 2022–Jun 30, 2023; margin 1.99%"
426,7228.60.6000,USA,Korea,Antidumping,1.99,2024-12-17,,2022-07-01,2023-06-30,POSCO International Corporation,A-580-878,Certain Corrosion-Resistant Steel Products,"Final results of AD administrative review; POR Jul 1, 2022–Jun 30, 2023; margin 1.99%"
427,7228.60.6000,USA,Korea,Antidumping,1.99,2024-12-17,,2022-07-01,2023-06-30,"POSCO STEELEON Co., Ltd",A-580-878,Certain Corrosion-Resistant Steel Products,"Final results of AD administrative review; POR Jul 1, 2022–Jun 30, 2023; margin 1.99%"
428,7228.60.6000,USA,Korea,Antidumping,1.99,2024-12-17,,2022-07-01,2023-06-30,SeAH Coated Metal Corporation,A-580-878,Certain Corrosion-Resistant Steel Products,"Final results of AD administrative review; POR Jul 1, 2022–Jun 30, 2023; margin 1.99%"
429,7228.60.6000,USA,Korea,Antidumping,1.99,2024-12-17,,2022-07-01,2023-06-30,SeAH Steel Corporation,A-580-878,Certain Corrosion-Resistant Steel Products,"Final results of AD administrative review; POR Jul 1, 2022–Jun 30, 2023; margin 1.99%"
430,7228.60.8000,USA,Korea,Antidumping,0.0,2024-12-17,,2022-07-01,2023-06-30,Hyundai Steel Company,A-580-878,Certain Corrosion-Resistant Steel Products,"Final results of AD administrative review; POR Jul 1, 2022–Jun 30, 2023; margin 0.00%"
431,7228.60.8000,USA,Korea,Antidumping,1.99,2024-12-17,,2022-07-01,2023-06-30,"Dongkuk Coated Metal Co., Ltd.",A-580-878,Certain Corrosion-Resistant Steel Products,"Final results of AD administrative review; POR Jul 1, 2022–Jun 30, 2023; margin 1.99%"
432,7228.60.8000,USA,Korea,Antidumping,1.99,2024-12-17,,2022-07-01,2023-06-30,"Dongkuk International, Inc",A-580-878,Certain Corrosion-Resistant Steel Products,"Final results of AD administrative review; POR Jul 1, 2022–Jun 30, 2023; margin 1.99%"
433,7228.60.8000,USA,Korea,Antidumping,1.99,2024-12-17,,2022-07-01,2023-06-30,"Dongbu Incheon Steel Co., Ltd",A-580-878,Certain Corrosion-Resistant Steel Products,"Final results of AD administrative review; POR Jul 1, 2022–Jun 30, 2023; margin 1.99%"
434,7228.60.8000,USA,Korea,Antidumping,1.99,2024-12-17,,2022-07-01,2023-06-30,"KG Steel Corporation; KG Dongbu Steel Co., Ltd",A-580-878,Certain Corrosion-Resistant Steel Products,"Final results of AD administrative review; POR Jul 1, 2022–Jun 30, 2023; margin 1.99%"
435,7228.60.8000,USA,Korea,Antidumping,1.99,2024-12-17,,2022-07-01,2023-06-30,POSCO,A-580-878,Certain Corrosion-Resistant Steel Products,"Final results of AD administrative review; POR Jul 1, 2022–Jun 30, 2023; margin 1.99%"
436,7228.60.8000,USA,Korea,Antidumping,1.99,2024-12-17,,2022-07-01,2023-06-30,"POSCO Coated & Color Steel Co., Ltd",A-580-878,Certain Corrosion-Resistant Steel Products,"Final results of AD administrative review; POR Jul 1, 2022–Jun 30, 2023; margin 1.99%"
437,7228.60.8000,USA,Korea,Antidumping,1.99,2024-12-17,,2022-07-01,2023-06-30,POSCO International Corporation,A-580-878,Certain Corrosion-Resistant Steel Products,"Final results of AD administrative review; POR Jul 1, 2022–Jun 30, 2023; margin 1.99%"
438,7228.60.8000,USA,Korea,Antidumping,1.99,2024-12-17,,2022-07-01,2023-06-30,"POSCO STEELEON Co., Ltd",A-580-878,Certain Corrosion-Resistant Steel Products,"Final results of AD administrative review; POR Jul 1, 2022–Jun 30, 2023; margin 1.99%"
439,7228.60.8000,USA,Korea,Antidumping,1.99,2024-12-17,,2022-07-01,2023-06-30,SeAH Coated Metal Corporation,A-580-878,Certain Corrosion-Resistant Steel Products,"Final results of AD administrative review; POR Jul 1, 2022–Jun 30, 2023; margin 1.99%"
440,7228.60.8000,USA,Korea,Antidumping,1.99,2024-12-17,,2022-07-01,2023-06-30,SeAH Steel Corporation,A-580-878,Certain Corrosion-Resistant Steel Products,"Final results of AD administrative review; POR Jul 1, 2022–Jun 30, 2023; margin 1.99%"
441,7229.90.1000,USA,Korea,Antidumping,0.0,2024-12-17,,2022-07-01,2023-06-30,Hyundai Steel Company,A-580-878,Certain Corrosion-Resistant Steel Products,"Final results of AD administrative review; POR Jul 1, 2022–Jun 30, 2023; margin 0.00%"
442,7229.90.1000,USA,Korea,Antidumping,1.99,2024-12-17,,2022-07-01,2023-06-30,"Dongkuk Coated Metal Co., Ltd.",A-580-878,Certain Corrosion-Resistant Steel Products,"Final results of AD administrative review; POR Jul 1, 2022–Jun 30, 2023; margin 1.99%"
443,7229.90.1000,USA,Korea,Antidumping,1.99,2024-12-17,,2022-07-01,2023-06-30,"Dongkuk International, Inc",A-580-878,Certain Corrosion-Resistant Steel Products,"Final results of AD administrative review; POR Jul 1, 2022–Jun 30, 2023; margin 1.99%"
444,7229.90.1000,USA,Korea,Antidumping,1.99,2024-12-17,,2022-07-01,2023-06-30,"Dongbu Incheon Steel Co., Ltd",A-580-878,Certain Corrosion-Resistant Steel Products,"Final results of AD administrative review; POR Jul 1, 2022–Jun 30, 2023; margin 1.99%"
445,7229.90.1000,USA,Korea,Antidumping,1.99,2024-12-17,,2022-07-01,2023-06-30,"KG Steel Corporation; KG Dongbu Steel Co., Ltd",A-580-878,Certain Corrosion-Resistant Steel Products,"Final results of AD administrative review; POR Jul 1, 2022–Jun 30, 2023; margin 1.99%"
446,7229.90.1000,USA,Korea,Antidumping,1.99,2024-12-17,,2022-07-01,2023-06-30,POSCO,A-580-878,Certain Corrosion-Resistant Steel Products,"Final results of AD administrative review; POR Jul 1, 2022–Jun 30, 2023; margin 1.99%"
447,7229.90.1000,USA,Korea,Antidumping,1.99,2024-12-17,,2022-07-01,2023-06-30,"POSCO Coated & Color Steel Co., Ltd",A-580-878,Certain Corrosion-Resistant Steel Products,"Final results of AD administrative review; POR Jul 1, 2022–Jun 30, 2023; margin 1.99%"
448,7229.90.1000,USA,Korea,Antidumping,1.99,2024-12-17,,2022-07-01,2023-06-30,POSCO International Corporation,A-580-878,Certain Corrosion-Resistant Steel Products,"Final results of AD administrative review; POR Jul 1, 2022–Jun 30, 2023; margin 1.99%"
449,7229.90.1000,USA,Korea,Antidumping,1.99,2024-12-17,,2022-07-01,2023-06-30,"POSCO STEELEON Co., Ltd",A-580-878,Certain Corrosion-Resistant Steel Products,"Final results of AD administrative review; POR Jul 1, 2022–Jun 30, 2023; margin 1.99%"
450,7229.90.1000,USA,Korea,Antidumping,1.99,2024-12-17,,2022-07-01,2023-06-30,SeAH Coated Metal Corporation,A-580-878,Certain Corrosion-Resistant Steel Products,"Final results of AD administrative review; POR Jul 1, 2022–Jun 30, 2023; margin 1.99%"
451,7229.90.1000,USA,Korea,Antidumping,1.99,2024-12-17,,2022-07-01,2023-06-30,SeAH Steel Corporation,A-580-878,Certain Corrosion-Resistant Steel Products,"Final results of AD administrative review; POR Jul 1, 2022–Jun 30, 2023; margin 1.99%"
452,7210.30.0030,USA,Korea,Countervailing,0.0,2025-05-16,,2022-01-01,2022-12-31,"KG Dongbu Steel Co., Ltd.",C-580-879,Certain Corrosion-Resistant Steel Products,"Final results of CVD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 4.02%"
453,7210.30.0030,USA,Korea,Countervailing,2.27,2025-05-16,,2022-01-01,2022-12-31,Hyundai Steel Company,C-580-879,Certain Corrosion-Resistant Steel Products,"Final results of CVD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 2.27%"
454,7210.30.0030,USA,Korea,Countervailing,2.97,2025-05-16,,2022-01-01,2022-12-31,POSCO International,C-580-879,Certain Corrosion-Resistant Steel Products,"Final results of CVD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 2.97%"
455,7210.30.0030,USA,Korea,Countervailing,2.97,2025-05-16,,2022-01-01,2022-12-31,"POSCO Coated & Color Steel Co., Ltd.",C-580-879,Certain Corrosion-Resistant Steel Products,"Final results of CVD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 2.97%"
456,7210.30.0030,USA,Korea,Countervailing,2.97,2025-05-16,,2022-01-01,2022-12-31,"POSCO Steeleon Co., Ltd.",C-580-879,Certain Corrosion-Resistant Steel Products,"Final results of CVD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 2.97%"
457,7210.30.0030,USA,Korea,Countervailing,2.97,2025-05-16,,2022-01-01,2022-12-31,SeAH Coated Metal Corporation,C-580-879,Certain Corrosion-Resistant Steel Products,"Final results of CVD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 2.97%"
458,7210.30.0060,USA,Korea,Countervailing,0.0,2025-05-16,,2022-01-01,2022-12-31,"KG Dongbu Steel Co., Ltd.",C-580-879,Certain Corrosion-Resistant Steel Products,"Final results of CVD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 4.02%"
459,7210.30.0060,USA,Korea,Countervailing,2.27,2025-05-16,,2022-01-01,2022-12-31,Hyundai Steel Company,C-580-879,Certain Corrosion-Resistant Steel Products,"Final results of CVD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 2.27%"
460,7210.30.0060,USA,Korea,Countervailing,2.97,2025-05-16,,2022-01-01,2022-12-31,POSCO International,C-580-879,Certain Corrosion-Resistant Steel Products,"Final results of CVD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 2.97%"
461,7210.30.0060,USA,Korea,Countervailing,2.97,2025-05-16,,2022-01-01,2022-12-31,"POSCO Coated & Color Steel Co., Ltd.",C-580-879,Certain Corrosion-Resistant Steel Products,"Final results of CVD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 2.97%"
462,7210.30.0060,USA,Korea,Countervailing,2.97,2025-05-16,,2022-01-01,2022-12-31,"POSCO Steeleon Co., Ltd.",C-580-879,Certain Corrosion-Resistant Steel Products,"Final results of CVD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 2.97%"
463,7210.30.0060,USA,Korea,Countervailing,2.97,2025-05-16,,2022-01-01,2022-12-31,SeAH Coated Metal Corporation,C-580-879,Certain Corrosion-Resistant Steel Products,"Final results of CVD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 2.97%"
464,7210.41.0000,USA,Korea,Countervailing,0.0,2025-05-16,,2022-01-01,2022-12-31,"KG Dongbu Steel Co., Ltd.",C-580-879,Certain Corrosion-Resistant Steel Products,"Final results of CVD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 4.02%"
465,7210.41.0000,USA,Korea,Countervailing,2.27,2025-05-16,,2022-01-01,2022-12-31,Hyundai Steel Company,C-580-879,Certain Corrosion-Resistant Steel Products,"Final results of CVD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 2.27%"
466,7210.41.0000,USA,Korea,Countervailing,2.97,2025-05-16,,2022-01-01,2022-12-31,POSCO International,C-580-879,Certain Corrosion-Resistant Steel Products,"Final results of CVD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 2.97%"
467,7210.41.0000,USA,Korea,Countervailing,2.97,2025-05-16,,2022-01-01,2022-12-31,"POSCO Coated & Color Steel Co., Ltd.",C-580-879,Certain Corrosion-Resistant Steel Products,"Final results of CVD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 2.97%"
468,7210.41.0000,USA,Korea,Countervailing,2.97,2025-05-16,,2022-01-01,2022-12-31,"POSCO Steeleon Co., Ltd.",C-580-879,Certain Corrosion-Resistant Steel Products,"Final results of CVD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 2.97%"
469,7210.41.0000,USA,Korea,Countervailing,2.97,2025-05-16,,2022-01-01,2022-12-31,SeAH Coated Metal Corporation,C-580-879,Certain Corrosion-Resistant Steel Products,"Final results of CVD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 2.97%"
470,7210.49.0030,USA,Korea,Countervailing,0.0,2025-05-16,,2022-01-01,2022-12-31,"KG Dongbu Steel Co., Ltd.",C-580-879,Certain Corrosion-Resistant Steel Products,"Final results of CVD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 4.02%"
471,7210.49.0030,USA,Korea,Countervailing,2.27,2025-05-16,,2022-01-01,2022-12-31,Hyundai Steel Company,C-580-879,Certain Corrosion-Resistant Steel Products,"Final results of CVD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 2.27%"
472,7210.49.0030,USA,Korea,Countervailing,2.97,2025-05-16,,2022-01-01,2022-12-31,POSCO International,C-580-879,Certain Corrosion-Resistant Steel Products,"Final results of CVD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 2.97%"
473,7210.49.0030,USA,Korea,Countervailing,2.97,2025-05-16,,2022-01-01,2022-12-31,"POSCO Coated & Color Steel Co., Ltd.",C-580-879,Certain Corrosion-Resistant Steel Products,"Final results of CVD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 2.97%"
474,7210.49.0030,USA,Korea,Countervailing,2.97,2025-05-16,,2022-01-01,2022-12-31,"POSCO Steeleon Co., Ltd.",C-580-879,Certain Corrosion-Resistant Steel Products,"Final results of CVD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 2.97%"
475,7210.49.0030,USA,Korea,Countervailing,2.97,2025-05-16,,2022-01-01,2022-12-31,SeAH Coated Metal Corporation,C-580-879,Certain Corrosion-Resistant Steel Products,"Final results of CVD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 2.97%"
476,7210.49.0091,USA,Korea,Countervailing,0.0,2025-05-16,,2022-01-01,2022-12-31,"KG Dongbu Steel Co., Ltd.",C-580-879,Certain Corrosion-Resistant Steel Products,"Final results of CVD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 4.02%"
477,7210.49.0091,USA,Korea,Countervailing,2.27,2025-05-16,,2022-01-01,2022-12-31,Hyundai Steel Company,C-580-879,Certain Corrosion-Resistant Steel Products,"Final results of CVD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 2.27%"
478,7210.49.0091,USA,Korea,Countervailing,2.97,2025-05-16,,2022-01-01,2022-12-31,POSCO International,C-580-879,Certain Corrosion-Resistant Steel Products,"Final results of CVD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 2.97%"
479,7210.49.0091,USA,Korea,Countervailing,2.97,2025-05-16,,2022-01-01,2022-12-31,"POSCO Coated & Color Steel Co., Ltd.",C-580-879,Certain Corrosion-Resistant Steel Products,"Final results of CVD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 2.97%"
480,7210.49.0091,USA,Korea,Countervailing,2.97,2025-05-16,,2022-01-01,2022-12-31,"POSCO Steeleon Co., Ltd.",C-580-879,Certain Corrosion-Resistant Steel Products,"Final results of CVD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 2.97%"
481,7210.49.0091,USA,Korea,Countervailing,2.97,2025-05-16,,2022-01-01,2022-12-31,SeAH Coated Metal Corporation,C-580-879,Certain Corrosion-Resistant Steel Products,"Final results of CVD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 2.97%"
482,7210.49.0095,USA,Korea,Countervailing,0.0,2025-05-16,,2022-01-01,2022-12-31,"KG Dongbu Steel Co., Ltd.",C-580-879,Certain Corrosion-Resistant Steel Products,"Final results of CVD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 4.02%"
483,7210.49.0095,USA,Korea,Countervailing,2.27,2025-05-16,,2022-01-01,2022-12-31,Hyundai Steel Company,C-580-879,Certain Corrosion-Resistant Steel Products,"Final results of CVD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 2.27%"
484,7210.49.0095,USA,Korea,Countervailing,2.97,2025-05-16,,2022-01-01,2022-12-31,POSCO International,C-580-879,Certain Corrosion-Resistant Steel Products,"Final results of CVD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 2.97%"
485,7210.49.0095,USA,Korea,Countervailing,2.97,2025-05-16,,2022-01-01,2022-12-31,"POSCO Coated & Color Steel Co., Ltd.",C-580-879,Certain Corrosion-Resistant Steel Products,"Final results of CVD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 2.97%"
486,7210.49.0095,USA,Korea,Countervailing,2.97,2025-05-16,,2022-01-01,2022-12-31,"POSCO Steeleon Co., Ltd.",C-580-879,Certain Corrosion-Resistant Steel Products,"Final results of CVD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 2.97%"
487,7210.49.0095,USA,Korea,Countervailing,2.97,2025-05-16,,2022-01-01,2022-12-31,SeAH Coated Metal Corporation,C-580-879,Certain Corrosion-Resistant Steel Products,"Final results of CVD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 2.97%"
488,7210.61.0000,USA,Korea,Countervailing,0.0,2025-05-16,,2022-01-01,2022-12-31,"KG Dongbu Steel Co., Ltd.",C-580-879,Certain Corrosion-Resistant Steel Products,"Final results of CVD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 4.02%"
489,7210.61.0000,USA,Korea,Countervailing,2.27,2025-05-16,,2022-01-01,2022-12-31,Hyundai Steel Company,C-580-879,Certain Corrosion-Resistant Steel Products,"Final results of CVD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 2.27%"
490,7210.61.0000,USA,Korea,Countervailing,2.97,2025-05-16,,2022-01-01,2022-12-31,POSCO International,C-580-879,Certain Corrosion-Resistant Steel Products,"Final results of CVD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 2.97%"
491,7210.61.0000,USA,Korea,Countervailing,2.97,2025-05-16,,2022-01-01,2022-12-31,"POSCO Coated & Color Steel Co., Ltd.",C-580-879,Certain Corrosion-Resistant Steel Products,"Final results of CVD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 2.97%"
492,7210.61.0000,USA,Korea,Countervailing,2.97,2025-05-16,,2022-01-01,2022-12-31,"POSCO Steeleon Co., Ltd.",C-580-879,Certain Corrosion-Resistant Steel Products,"Final results of CVD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 2.97%"
493,7210.61.0000,USA,Korea,Countervailing,2.97,2025-05-16,,2022-01-01,2022-12-31,SeAH Coated Metal Corporation,C-580-879,Certain Corrosion-Resistant Steel Products,"Final results of CVD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 2.97%"
494,7210.69.0000,USA,Korea,Countervailing,0.0,2025-05-16,,2022-01-01,2022-12-31,"KG Dongbu Steel Co., Ltd.",C-580-879,Certain Corrosion-Resistant Steel Products,"Final results of CVD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 4.02%"
495,7210.69.0000,USA,Korea,Countervailing,2.27,2025-05-16,,2022-01-01,2022-12-31,Hyundai Steel Company,C-580-879,Certain Corrosion-Resistant Steel Products,"Final results of CVD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 2.27%"
496,7210.69.0000,USA,Korea,Countervailing,2.97,2025-05-16,,2022-01-01,2022-12-31,POSCO International,C-580-879,Certain Corrosion-Resistant Steel Products,"Final results of CVD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 2.97%"
497,7210.69.0000,USA,Korea,Countervailing,2.97,2025-05-16,,2022-01-01,2022-12-31,"POSCO Coated & Color Steel Co., Ltd.",C-580-879,Certain Corrosion-Resistant Steel Products,"Final results of CVD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 2.97%"
498,7210.69.0000,USA,Korea,Countervailing,2.97,2025-05-16,,2022-01-01,2022-12-31,"POSCO Steeleon Co., Ltd.",C-580-879,Certain Corrosion-Resistant Steel Products,"Final results of CVD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 2.97%"
499,7210.69.0000,USA,Korea,Countervailing,2.97,2025-05-16,,2022-01-01,2022-12-31,SeAH Coated Metal Corporation,C-580-879,Certain Corrosion-Resistant Steel Products,"Final results of CVD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 2.97%"
500,7210.70.6030,USA,Korea,Countervailing,0.0,2025-05-16,,2022-01-01,2022-12-31,"KG Dongbu Steel Co., Ltd.",C-580-879,Certain Corrosion-Resistant Steel Products,"Final results of CVD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 4.02%"
501,7210.70.6030,USA,Korea,Countervailing,2.27,2025-05-16,,2022-01-01,2022-12-31,Hyundai Steel Company,C-580-879,Certain Corrosion-Resistant Steel Products,"Final results of CVD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 2.27%"
502,7210.70.6030,USA,Korea,Countervailing,2.97,2025-05-16,,2022-01-01,2022-12-31,POSCO International,C-580-879,Certain Corrosion-Resistant Steel Products,"Final results of CVD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 2.97%"
503,7210.70.6030,USA,Korea,Countervailing,2.97,2025-05-16,,2022-01-01,2022-12-31,"POSCO Coated & Color Steel Co., Ltd.",C-580-879,Certain Corrosion-Resistant Steel Products,"Final results of CVD administrative review; POR Jan 1, 2022–Dec 31, 2022; subsidy rate 2.97%"
